Time frequency,Unit of measure,Stock or flow,Products and final uses,"Products, adjustments and value added",Geopolitical entity (reporting),Time,value,country
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Education services,Luxembourg,2020,14.91,LU
Annual,Million euro,Total,Education services,Imports of goods and services from EU countries,Malta,2020,14.9,MT
Annual,Million euro,Total,Education services,"Electricity, gas, steam and air conditioning",Luxembourg,2020,14.87,LU
Annual,Million euro,Total,Residential care services; social work services without accommodation,"Wholesale trade services, except of motor vehicles and motorcycles",Luxembourg,2022,14.86,LU
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles",Legal and accounting services; services of head offices; management consultancy services,Malta,2020,14.85,MT
Annual,Million euro,Total,Services auxiliary to financial services and insurance services,Consumption of fixed capital,Luxembourg,2020,14.85,LU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,"Wholesale trade services, except of motor vehicles and motorcycles",Luxembourg,2020,14.84,LU
Annual,Million euro,Total,Changes in inventories and acquisition less disposals of valuables,Electrical equipment,Luxembourg,2022,14.83,LU
Annual,Million euro,Total,Changes in inventories,Electrical equipment,Luxembourg,2022,14.83,LU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Imports of goods and services from EU countries outside the euro area,Luxembourg,2022,14.83,LU
Annual,Million euro,Total,"Other professional, scientific and technical services and veterinary services",Machinery and equipment n.e.c.,Luxembourg,2022,14.8,LU
Annual,Million euro,Total,Mining and quarrying,Compensation of employees,Luxembourg,2020,14.76,LU
Annual,Million euro,Total,Mining and quarrying,"Operating surplus and mixed income, net",Luxembourg,2020,14.75,LU
Annual,Million euro,Total,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Imports of goods and services from non-EU countries,Malta,2020,14.73,MT
Annual,Million euro,Total,Land transport services and transport services via pipelines,Legal and accounting services; services of head offices; management consultancy services,Luxembourg,2021,14.71,LU
Annual,Million euro,Total,Constructions and construction works,Accommodation and food services,Luxembourg,2020,14.7,LU
Annual,Million euro,Total,Other personal services,Imports of goods and services from non-EU countries,Luxembourg,2022,14.69,LU
Annual,Million euro,Total,Final consumption expediture,"Fabricated metal products, except machinery and equipment",Malta,2020,14.69,MT
Annual,Million euro,Total,Final consumption expenditure by households,"Fabricated metal products, except machinery and equipment",Malta,2020,14.69,MT
Annual,Million euro,Total,Land transport services and transport services via pipelines,Legal and accounting services; services of head offices; management consultancy services,Luxembourg,2020,14.67,LU
Annual,Million euro,Total,Basic pharmaceutical products and pharmaceutical preparations,Imports of goods and services from EU countries outside the euro area,Malta,2020,14.63,MT
Annual,Million euro,Total,Services furnished by membership organisations,Taxes less subsidies on products,Luxembourg,2022,14.63,LU
Annual,Million euro,Total,Exports of goods and services to euro area countries,"Travel agency, tour operator and other reservation services and related services",Malta,2020,14.62,MT
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles",Telecommunications services,Malta,2020,14.51,MT
Annual,Million euro,Total,Publishing services,Imports of goods and services from EU countries,Malta,2020,14.5,MT
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,"Fabricated metal products, except machinery and equipment",Luxembourg,2021,14.48,LU
Annual,Million euro,Total,Real estate services excluding imputed rents,Public administration and defence services; compulsory social security services,Malta,2020,14.47,MT
Annual,Million euro,Total,Other personal services,Imports of goods and services from euro area countries,Luxembourg,2022,14.42,LU
Annual,Million euro,Total,Gross fixed capital formation,Repair and installation services of machinery and equipment,Luxembourg,2020,14.41,LU
Annual,Million euro,Total,Residential care services; social work services without accommodation,Machinery and equipment n.e.c.,Luxembourg,2021,14.39,LU
Annual,Million euro,Total,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services","Other professional, scientific and technical services and veterinary services",Luxembourg,2020,14.39,LU
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,"Wholesale trade services, except of motor vehicles and motorcycles",Luxembourg,2022,14.39,LU
Annual,Million euro,Total,Exports of goods and services to non-EU countries,"Travel agency, tour operator and other reservation services and related services",Luxembourg,2021,14.37,LU
Annual,Million euro,Total,Exports of goods and services to EU countries,"Travel agency, tour operator and other reservation services and related services",Luxembourg,2020,14.34,LU
Annual,Million euro,Total,Residential care services; social work services without accommodation,"Fabricated metal products, except machinery and equipment",Luxembourg,2020,14.32,LU
Annual,Million euro,Total,Constructions and construction works,Telecommunications services,Luxembourg,2020,14.32,LU
Annual,Million euro,Total,Accommodation and food services,Accommodation and food services,Luxembourg,2020,14.31,LU
Annual,Million euro,Total,"Products of forestry, logging and related services",Wages and salaries,Luxembourg,2022,14.27,LU
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Education services,Luxembourg,2022,14.24,LU
Annual,Million euro,Total,Warehousing and support services for transportation,Repair and installation services of machinery and equipment,Malta,2020,14.23,MT
Annual,Million euro,Total,Accommodation and food services,"Financial services, except insurance and pension funding",Luxembourg,2020,14.22,LU
Annual,Million euro,Total,Postal and courier services,Imports of goods and services,Malta,2020,14.2,MT
Annual,Million euro,Total,Land transport services and transport services via pipelines,"Insurance, reinsurance and pension funding services, except compulsory social security",Luxembourg,2021,14.18,LU
Annual,Million euro,Total,Human health services,"Other professional, scientific and technical services and veterinary services",Luxembourg,2020,14.17,LU
Annual,Million euro,Total,Exports of goods and services to euro area countries,Employment services,Luxembourg,2021,14.14,LU
Annual,Million euro,Total,Services of households as employers; undifferentiated goods and services produced by households for own use,Compensation of employees,Malta,2020,14.13,MT
Annual,Million euro,Total,Mining and quarrying,Wages and salaries,Luxembourg,2022,14.12,LU
Annual,Million euro,Total,Services of households as employers; undifferentiated goods and services produced by households for own use,Output,Malta,2020,14.09,MT
Annual,Million euro,Total,Constructions and construction works,"Textiles, wearing apparel, leather and related products",Luxembourg,2022,14.09,LU
Annual,Million euro,Total,Total use,Services of households as employers; undifferentiated goods and services produced by households for own use,Malta,2020,14.09,MT
